"ZIP","ReportingYear","ZIPType","CityName","StateName","StateAbbr","ENC_ZIP","ZCTA_USE"
"13147","2015","ZIP Code Area","Scipio Center",,"NY","13147","13147"
"13148","2015","ZIP Code Area","Seneca Falls",,"NY","13148","13148"
"13152","2015","ZIP Code Area","Skaneateles",,"NY","13152","13152"
"13153","2015","Post Office or large volume customer","Skaneateles Falls",,"NY","13060","13153"
"13154","2015","Post Office or large volume customer","South Butler",,"NY","13146","13146"
"13155","2015","ZIP Code Area","South Otselic",,"NY","13155","13155"
"13156","2015","ZIP Code Area","Sterling",,"NY","13156","13156"
"13157","2015","ZIP Code Area","Sylvan Beach",,"NY","13157","13157"
"13158","2015","ZIP Code Area","Truxton",,"NY","13158","13158"
"13159","2015","ZIP Code Area","Tully",,"NY","13159","13159"
"13160","2015","ZIP Code Area","Union Springs",,"NY","13160","13160"
"13162","2015","ZIP Code Area","Verona Beach",,"NY","13162","13162"
"13163","2015","Post Office or large volume customer","Wampsville",,"NY","13032","13163"
"13164","2015","ZIP Code Area","Warners",,"NY","13164","13164"
"13165","2015","ZIP Code Area","Waterloo",,"NY","13165","13165"
"13166","2015","ZIP Code Area","Weedsport",,"NY","13166","13166"
"13167","2015","ZIP Code Area","West Monroe",,"NY","13167","13167"
"13201","2015","Post Office or large volume customer","Syracuse",,"NY","13202","13202"
"13202","2015","ZIP Code Area","Syracuse",,"NY","13202","13202"
"13203","2015","ZIP Code Area","Syracuse",,"NY","13203","13203"
"13204","2015","ZIP Code Area","Syracuse",,"NY","13204","13204"
"13205","2015","ZIP Code Area","Syracuse",,"NY","13205","13205"
"13206","2015","ZIP Code Area","Syracuse",,"NY","13206","13206"
"13207","2015","ZIP Code Area","Syracuse",,"NY","13207","13207"
"13208","2015","ZIP Code Area","Syracuse",,"NY","13208","13208"
"13209","2015","ZIP Code Area","Syracuse",,"NY","13209","13209"
"13210","2015","ZIP Code Area","Syracuse",,"NY","13210","13210"
"13211","2015","ZIP Code Area","Syracuse",,"NY","13211","13211"
"13212","2015","ZIP Code Area","Syracuse",,"NY","13212","13212"
"13214","2015","ZIP Code Area","Syracuse",,"NY","13214","13214"
"13215","2015","ZIP Code Area","Syracuse",,"NY","13215","13215"
"13217","2015","Post Office or large volume customer","Syracuse",,"NY","13210","13210"
"13218","2015","Post Office or large volume customer","Syracuse",,"NY","13204","13204"
"13219","2015","ZIP Code Area","Syracuse",,"NY","13219","13219"
"13220","2015","Post Office or large volume customer","Syracuse",,"NY","13212","13212"
"13221","2015","Post Office or large volume customer","Syracuse",,"NY","13212","13212"
"13224","2015","ZIP Code Area","Syracuse",,"NY","13224","13224"
"13225","2015","Post Office or large volume customer","Syracuse",,"NY","13212","13212"
"13235","2015","Post Office or large volume customer","Syracuse",,"NY","13210","13210"
"13244","2015","ZIP Code Area","Syracuse",,"NY","13244","13210"
"13250","2015","Post Office or large volume customer","Syracuse",,"NY","13212","13212"
"13251","2015","Post Office or large volume customer","Syracuse",,"NY","13212","13212"
"13252","2015","Post Office or large volume customer","Syracuse",,"NY","13202","13202"
"13261","2015","Post Office or large volume customer","Syracuse",,"NY","13202","13202"
"13290","2015","Post Office or large volume customer","Syracuse",,"NY","13204","13290"
"13301","2015","ZIP Code Area","Alder Creek",,"NY","13301","13301"
"13302","2015","ZIP Code Area","Altmar",,"NY","13302","13302"
"13303","2015","ZIP Code Area","Ava",,"NY","13303","13303"
"13304","2015","ZIP Code Area","Barneveld",,"NY","13304","13304"
"13305","2015","Post Office or large volume customer","Beaver Falls",,"NY","13620","13305"
"13308","2015","ZIP Code Area","Blossvale",,"NY","13308","13308"
"13309","2015","ZIP Code Area","Boonville",,"NY","13309","13309"
"13310","2015","ZIP Code Area","Bouckville",,"NY","13310","13310"
"13312","2015","Post Office or large volume customer","Brantingham",,"NY","13345","13312"
"13313","2015","Post Office or large volume customer","Bridgewater",,"NY","13318","13313"
"13314","2015","Post Office or large volume customer","Brookfield",,"NY","13418","13314"
"13315","2015","ZIP Code Area","Burlington Flats",,"NY","13315","13315"
"13316","2015","ZIP Code Area","Camden",,"NY","13316","13316"
"13317","2015","ZIP Code Area","Canajoharie",,"NY","13317","13317"
"13318","2015","ZIP Code Area","Cassville",,"NY","13318","13318"
"13319","2015","ZIP Code Area","Chadwicks",,"NY","13319","13319"
"13320","2015","ZIP Code Area","Cherry Valley",,"NY","13320","13320"
"13321","2015","Post Office or large volume customer","Clark Mills",,"NY","13323","13321"
"13322","2015","ZIP Code Area","Clayville",,"NY","13322","13322"
"13323","2015","ZIP Code Area","Clinton",,"NY","13323","13323"
"13324","2015","ZIP Code Area","Cold Brook",,"NY","13324","13324"
"13325","2015","ZIP Code Area","Constableville",,"NY","13325","13325"
"13326","2015","ZIP Code Area","Cooperstown",,"NY","13326","13326"
"13327","2015","ZIP Code Area","Croghan",,"NY","13327","13327"
"13328","2015","ZIP Code Area","Deansboro",,"NY","13328","13328"
"13329","2015","ZIP Code Area","Dolgeville",,"NY","13329","13329"
"13331","2015","ZIP Code Area","Eagle Bay",,"NY","13331","13331"
"13332","2015","ZIP Code Area","Earlville",,"NY","13332","13332"
"13333","2015","ZIP Code Area","East Springfield",,"NY","13333","13333"
"13334","2015","ZIP Code Area","Eaton",,"NY","13334","13334"
"13335","2015","ZIP Code Area","Edmeston",,"NY","13335","13335"
"13337","2015","ZIP Code Area","Fly Creek",,"NY","13337","13337"
"13338","2015","ZIP Code Area","Forestport",,"NY","13338","13338"
"13339","2015","ZIP Code Area","Fort Plain",,"NY","13339","13339"
"13340","2015","ZIP Code Area","Frankfort",,"NY","13340","13340"
"13341","2015","Post Office or large volume customer","Franklin Springs",,"NY","13323","13341"
"13342","2015","ZIP Code Area","Garrattsville",,"NY","13342","13342"
"13343","2015","ZIP Code Area","Glenfield",,"NY","13343","13343"
"13345","2015","ZIP Code Area","Greig",,"NY","13345","13345"
"13346","2015","ZIP Code Area","Hamilton",,"NY","13346","13346"
"13348","2015","ZIP Code Area","Hartwick",,"NY","13348","13348"
"13350","2015","ZIP Code Area","Herkimer",,"NY","13350","13350"
"13352","2015","Post Office or large volume customer","Hinckley",,"NY","13438","13352"
"13353","2015","ZIP Code Area","Hoffmeister",,"NY","13353","13353"
"13354","2015","ZIP Code Area","Holland Patent",,"NY","13354","13354"
"13355","2015","ZIP Code Area","Hubbardsville",,"NY","13355","13355"
"13357","2015","ZIP Code Area","Ilion",,"NY","13357","13357"
"13360","2015","ZIP Code Area","Inlet",,"NY","13360","13360"
"13361","2015","ZIP Code Area","Jordanville",,"NY","13361","13361"
"13362","2015","Post Office or large volume customer","Knoxboro",,"NY","13425","13362"
"13363","2015","ZIP Code Area","Lee Center",,"NY","13363","13363"
"13364","2015","Post Office or large volume customer","Leonardsville",,"NY","13485","13364"
"13365","2015","ZIP Code Area","Little Falls",,"NY","13365","13365"
"13367","2015","ZIP Code Area","Lowville",,"NY","13367","13367"
"13368","2015","ZIP Code Area","Lyons Falls",,"NY","13368","13368"
"13401","2015","Post Office or large volume customer","Mc Connellsville",,"NY","13308","13308"
"13402","2015","ZIP Code Area","Madison",,"NY","13402","13402"
"13403","2015","ZIP Code Area","Marcy",,"NY","13403","13403"
"13404","2015","Post Office or large volume customer","Martinsburg",,"NY","13367","13404"
"13406","2015","ZIP Code Area","Middleville",,"NY","13406","13406"
"13407","2015","ZIP Code Area","Mohawk",,"NY","13407","13407"
"13408","2015","ZIP Code Area","Morrisville",,"NY","13408","13408"
"13409","2015","ZIP Code Area","Munnsville",,"NY","13409","13409"
"13410","2015","Post Office or large volume customer","Nelliston",,"NY","13428","13410"
"13411","2015","ZIP Code Area","New Berlin",,"NY","13411","13411"
"13413","2015","ZIP Code Area","New Hartford",,"NY","13413","13413"
"13415","2015","ZIP Code Area","New Lisbon",,"NY","13415","13415"
"13416","2015","ZIP Code Area","Newport",,"NY","13416","13416"
"13417","2015","ZIP Code Area","New York Mills",,"NY","13417","13417"
"13418","2015","ZIP Code Area","North Brookfield",,"NY","13418","13418"
"13420","2015","ZIP Code Area","Old Forge",,"NY","13420","13420"
"13421","2015","ZIP Code Area","Oneida",,"NY","13421","13421"
"13424","2015","ZIP Code Area","Oriskany",,"NY","13424","13424"
"13425","2015","ZIP Code Area","Oriskany Falls",,"NY","13425","13425"
"13426","2015","Post Office or large volume customer","Orwell",,"NY","13144","13144"
"13428","2015","ZIP Code Area","Palatine Bridge",,"NY","13428","13428"
"13431","2015","ZIP Code Area","Poland",,"NY","13431","13431"
"13433","2015","ZIP Code Area","Port Leyden",,"NY","13433","13433"
"13435","2015","ZIP Code Area","Prospect",,"NY","13435","13435"
"13436","2015","Post Office or large volume customer","Raquette Lake",,"NY","12847","13436"
"13437","2015","ZIP Code Area","Redfield",,"NY","13437","13437"
"13438","2015","ZIP Code Area","Remsen",,"NY","13438","13438"
"13439","2015","ZIP Code Area","Richfield Springs",,"NY","13439","13439"
"13440","2015","ZIP Code Area","Rome",,"NY","13440","13440"
"13441","2015","ZIP Code Area","Rome",,"NY","13441","13441"
"13442","2015","Post Office or large volume customer","Rome",,"NY","13440","13440"
"13449","2015","Post Office or large volume customer","Rome",,"NY","13440","13440"
"13450","2015","ZIP Code Area","Roseboom",,"NY","13450","13450"
"13452","2015","ZIP Code Area","Saint Johnsville",,"NY","13452","13452"
"13454","2015","ZIP Code Area","Salisbury Center",,"NY","13454","13454"
"13455","2015","Post Office or large volume customer","Sangerfield",,"NY","13480","13480"
"13456","2015","ZIP Code Area","Sauquoit",,"NY","13456","13456"
"13457","2015","Post Office or large volume customer","Schuyler Lake",,"NY","13348","13348"
"13459","2015","ZIP Code Area","Sharon Springs",,"NY","13459","13459"
"13460","2015","ZIP Code Area","Sherburne",,"NY","13460","13460"
"13461","2015","ZIP Code Area","Sherrill",,"NY","13461","13461"
"13464","2015","ZIP Code Area","Smyrna",,"NY","13464","13464"
"13465","2015","Post Office or large volume customer","Solsville",,"NY","13402","13402"
"13468","2015","ZIP Code Area","Springfield Center",,"NY","13468","13468"
"13469","2015","ZIP Code Area","Stittville",,"NY","13469","13469"
"13470","2015","ZIP Code Area","Stratford",,"NY","13470","13470"
"13471","2015","ZIP Code Area","Taberg",,"NY","13471","13471"
"13472","2015","Post Office or large volume customer","Thendara",,"NY","13331","13472"
"13473","2015","ZIP Code Area","Turin",,"NY","13473","13473"
"13475","2015","Post Office or large volume customer","Van Hornesville",,"NY","13361","13475"
"13476","2015","ZIP Code Area","Vernon",,"NY","13476","13476"
"13477","2015","ZIP Code Area","Vernon Center",,"NY","13477","13477"
"13478","2015","ZIP Code Area","Verona",,"NY","13478","13478"
"13479","2015","Post Office or large volume customer","Washington Mills",,"NY","13413","13413"
"13480","2015","ZIP Code Area","Waterville",,"NY","13480","13480"
"13482","2015","ZIP Code Area","West Burlington",,"NY","13482","13315"
"13483","2015","ZIP Code Area","Westdale",,"NY","13483","13483"
"13484","2015","Post Office or large volume customer","West Eaton",,"NY","13334","13484"
"13485","2015","ZIP Code Area","West Edmeston",,"NY","13485","13485"
"13486","2015","ZIP Code Area","Westernville",,"NY","13486","13486"
"13488","2015","ZIP Code Area","Westford",,"NY","13488","13488"
"13489","2015","ZIP Code Area","West Leyden",,"NY","13489","13489"
"13490","2015","ZIP Code Area","Westmoreland",,"NY","13490","13490"
"13491","2015","ZIP Code Area","West Winfield",,"NY","13491","13491"
"13492","2015","ZIP Code Area","Whitesboro",,"NY","13492","13492"
"13493","2015","ZIP Code Area","Williamstown",,"NY","13493","13493"
"13494","2015","ZIP Code Area","Woodgate",,"NY","13494","13494"
"13495","2015","ZIP Code Area","Yorkville",,"NY","13495","13495"
"13501","2015","ZIP Code Area","Utica",,"NY","13501","13501"
"13502","2015","ZIP Code Area","Utica",,"NY","13502","13502"
"13503","2015","Post Office or large volume customer","Utica",,"NY","13502","13502"
"13504","2015","Post Office or large volume customer","Utica",,"NY","13501","13501"
"13505","2015","Post Office or large volume customer","Utica",,"NY","13502","13502"
"13599","2015","Post Office or large volume customer","Utica",,"NY","13501","13501"
"13601","2015","ZIP Code Area","Watertown",,"NY","13601","13601"
"13602","2015","ZIP Code Area","Fort Drum",,"NY","13602","13602"
"13603","2015","ZIP Code Area","Watertown",,"NY","13603","13603"
"13605","2015","ZIP Code Area","Adams",,"NY","13605","13605"
"13606","2015","ZIP Code Area","Adams Center",,"NY","13606","13606"
"13607","2015","ZIP Code Area","Alexandria Bay",,"NY","13607","13607"
"13608","2015","ZIP Code Area","Antwerp",,"NY","13608","13608"
"13611","2015","ZIP Code Area","Belleville",,"NY","13611","13661"
"13612","2015","ZIP Code Area","Black River",,"NY","13612","13612"
"13613","2015","ZIP Code Area","Brasher Falls",,"NY","13613","13613"
"13614","2015","ZIP Code Area","Brier Hill",,"NY","13614","13614"
"13615","2015","Post Office or large volume customer","Brownville",,"NY","13601","13615"
"13616","2015","ZIP Code Area","Calcium",,"NY","13616","13616"
"13617","2015","ZIP Code Area","Canton",,"NY","13617","13617"
"13618","2015","ZIP Code Area","Cape Vincent",,"NY","13618","13618"
"13619","2015","ZIP Code Area","Carthage",,"NY","13619","13619"
"13620","2015","ZIP Code Area","Castorland",,"NY","13620","13620"
"13621","2015","ZIP Code Area","Chase Mills",,"NY","13621","13621"
"13622","2015","ZIP Code Area","Chaumont",,"NY","13622","13622"
"13623","2015","Post Office or large volume customer","Chippewa Bay",,"NY","13646","13623"
"13624","2015","ZIP Code Area","Clayton",,"NY","13624","13624"
"13625","2015","ZIP Code Area","Colton",,"NY","13625","13625"
"13626","2015","ZIP Code Area","Copenhagen",,"NY","13626","13626"
"13627","2015","Post Office or large volume customer","Deer River",,"NY","13619","13619"
"13628","2015","Post Office or large volume customer","Deferiet",,"NY","13619","13628"
"13630","2015","ZIP Code Area","De Kalb Junction",,"NY","13630","13630"
"13631","2015","Post Office or large volume customer","Denmark",,"NY","13619","13619"
"13632","2015","Post Office or large volume customer","Depauville",,"NY","13622","13622"
"13633","2015","ZIP Code Area","De Peyster",,"NY","13633","13633"
"13634","2015","ZIP Code Area","Dexter",,"NY","13634","13634"
"13635","2015","ZIP Code Area","Edwards",,"NY","13635","13635"
"13636","2015","ZIP Code Area","Ellisburg",,"NY","13636","13636"
"13637","2015","ZIP Code Area","Evans Mills",,"NY","13637","13637"
"13638","2015","ZIP Code Area","Felts Mills",,"NY","13638","13638"
"13639","2015","ZIP Code Area","Fine",,"NY","13639","13639"
"13640","2015","ZIP Code Area","Wellesley Island",,"NY","13640","13640"
"13641","2015","Post Office or large volume customer","Fishers Landing",,"NY","13624","13641"
"13642","2015","ZIP Code Area","Gouverneur",,"NY","13642","13642"
"13643","2015","Post Office or large volume customer","Great Bend",,"NY","13619","13643"
"13645","2015","Post Office or large volume customer","Hailesboro",,"NY","13642","13642"
"13646","2015","ZIP Code Area","Hammond",,"NY","13646","13646"
"13647","2015","Post Office or large volume customer","Hannawa Falls",,"NY","13676","13647"
"13648","2015","ZIP Code Area","Harrisville",,"NY","13648","13648"
"13649","2015","Post Office or large volume customer","Helena",,"NY","13613","13613"
"13650","2015","ZIP Code Area","Henderson",,"NY","13650","13650"
"13651","2015","Post Office or large volume customer","Henderson Harbor",,"NY","13650","13651"
"13652","2015","ZIP Code Area","Hermon",,"NY","13652","13652"
"13654","2015","ZIP Code Area","Heuvelton",,"NY","13654","13654"
"13655","2015","ZIP Code Area","Hogansburg",,"NY","13655","13655"
"13656","2015","ZIP Code Area","La Fargeville",,"NY","13656","13656"
"13657","2015","Post Office or large volume customer","Limerick",,"NY","13634","13634"
"13658","2015","ZIP Code Area","Lisbon",,"NY","13658","13658"
"13659","2015","ZIP Code Area","Lorraine",,"NY","13659","13659"
"13660","2015","ZIP Code Area","Madrid",,"NY","13660","13660"
"13661","2015","ZIP Code Area","Mannsville",,"NY","13661","13661"
"13662","2015","ZIP Code Area","Massena",,"NY","13662","13662"
"13664","2015","ZIP Code Area","Morristown",,"NY","13664","13664"
"13665","2015","ZIP Code Area","Natural Bridge",,"NY","13665","13665"
"13666","2015","ZIP Code Area","Newton Falls",,"NY","13666","13666"
"13667","2015","ZIP Code Area","Norfolk",,"NY","13667","13667"
"13668","2015","ZIP Code Area","Norwood",,"NY","13668","13668"
"13669","2015","ZIP Code Area","Ogdensburg",,"NY","13669","13669"
"13670","2015","ZIP Code Area","Oswegatchie",,"NY","13670","13670"
"13671","2015","Post Office or large volume customer","Oxbow",,"NY","13608","13608"
"13672","2015","ZIP Code Area","Parishville",,"NY","13672","13672"
"13673","2015","ZIP Code Area","Philadelphia",,"NY","13673","13673"
"13674","2015","Post Office or large volume customer","Pierrepont Manor",,"NY","13605","13674"
"13675","2015","ZIP Code Area","Plessis",,"NY","13675","13675"
"13676","2015","ZIP Code Area","Potsdam",,"NY","13676","13676"
"13677","2015","Post Office or large volume customer","Pyrites",,"NY","13652","13677"
"13678","2015","Post Office or large volume customer","Raymondville",,"NY","13667","13678"
"13679","2015","ZIP Code Area","Redwood",,"NY","13679","13679"
"13680","2015","ZIP Code Area","Rensselaer Falls",,"NY","13680","13680"
"13681","2015","ZIP Code Area","Richville",,"NY","13681","13681"
"13682","2015","ZIP Code Area","Rodman",,"NY","13682","13682"
"13683","2015","Post Office or large volume customer","Rooseveltown",,"NY","13655","13655"
"13684","2015","ZIP Code Area","Russell",,"NY","13684","13684"
"13685","2015","ZIP Code Area","Sackets Harbor",,"NY","13685","13685"
"13687","2015","ZIP Code Area","South Colton",,"NY","13687","13687"
"13690","2015","ZIP Code Area","Star Lake",,"NY","13690","13690"
"13691","2015","ZIP Code Area","Theresa",,"NY","13691","13691"
"13692","2015","ZIP Code Area","Thousand Island Park",,"NY","13692","13692"
"13693","2015","ZIP Code Area","Three Mile Bay",,"NY","13693","13693"
"13694","2015","ZIP Code Area","Waddington",,"NY","13694","13694"
"13695","2015","ZIP Code Area","Wanakena",,"NY","13695","13695"
"13696","2015","ZIP Code Area","West Stockholm",,"NY","13696","13696"
"13697","2015","ZIP Code Area","Winthrop",,"NY","13697","13697"
"13699","2015","ZIP Code Area","Potsdam",,"NY","13699","13676"
"13730","2015","ZIP Code Area","Afton",,"NY","13730","13730"
"13731","2015","ZIP Code Area","Andes",,"NY","13731","13731"
"13732","2015","ZIP Code Area","Apalachin",,"NY","13732","13732"
"13733","2015","ZIP Code Area","Bainbridge",,"NY","13733","13733"
"13734","2015","ZIP Code Area","Barton",,"NY","13734","13734"
"13736","2015","ZIP Code Area","Berkshire",,"NY","13736","13736"
"13737","2015","Post Office or large volume customer","Bible School Park",,"NY","13760","13760"
"13738","2015","Post Office or large volume customer","Blodgett Mills",,"NY","13045","13045"
"13739","2015","ZIP Code Area","Bloomville",,"NY","13739","13739"
"13740","2015","ZIP Code Area","Bovina Center",,"NY","13740","13740"
"13743","2015","ZIP Code Area","Candor",,"NY","13743","13743"
"13744","2015","ZIP Code Area","Castle Creek",,"NY","13744","13744"
"13745","2015","Post Office or large volume customer","Chenango Bridge",,"NY","13901","13901"
"13746","2015","ZIP Code Area","Chenango Forks",,"NY","13746","13746"
"13747","2015","Post Office or large volume customer","Colliersville",,"NY","12116","12116"
"13748","2015","ZIP Code Area","Conklin",,"NY","13748","13748"
"13749","2015","Post Office or large volume customer","Corbettsville",,"NY","13795","13795"
"13750","2015","ZIP Code Area","Davenport",,"NY","13750","13750"
"13751","2015","ZIP Code Area","Davenport Center",,"NY","13751","13751"
"13752","2015","ZIP Code Area","Delancey",,"NY","13752","13752"
"13753","2015","ZIP Code Area","Delhi",,"NY","13753","13753"
"13754","2015","ZIP Code Area","Deposit",,"NY","13754","13754"
"13755","2015","ZIP Code Area","Downsville",,"NY","13755","13755"
"13756","2015","ZIP Code Area","East Branch",,"NY","13756","13756"
"13757","2015","ZIP Code Area","East Meredith",,"NY","13757","13757"
"13758","2015","Post Office or large volume customer","East Pharsalia",,"NY","13801","13801"
"13760","2015","ZIP Code Area","Endicott",,"NY","13760","13760"
"13761","2015","Post Office or large volume customer","Endicott",,"NY","13760","13760"
"13762","2015","Post Office or large volume customer","Endwell",,"NY","13760","13760"
"13763","2015","Post Office or large volume customer","Endicott",,"NY","13760","13760"
"13774","2015","Post Office or large volume customer","Fishs Eddy",,"NY","12760","13774"
"13775","2015","ZIP Code Area","Franklin",,"NY","13775","13775"
"13776","2015","ZIP Code Area","Gilbertsville",,"NY","13776","13776"
"13777","2015","ZIP Code Area","Glen Aubrey",,"NY","13777","13777"
"13778","2015","ZIP Code Area","Greene",,"NY","13778","13778"
"13780","2015","ZIP Code Area","Guilford",,"NY","13780","13780"
"13782","2015","ZIP Code Area","Hamden",,"NY","13782","13782"
"13783","2015","ZIP Code Area","Hancock",,"NY","13783","13783"
"13784","2015","Post Office or large volume customer","Harford",,"NY","13835","13784"
"13786","2015","ZIP Code Area","Harpersfield",,"NY","13786","13786"
"13787","2015","ZIP Code Area","Harpursville",,"NY","13787","13787"
"13788","2015","ZIP Code Area","Hobart",,"NY","13788","13788"
"13790","2015","ZIP Code Area","Johnson City",,"NY","13790","13790"
"13794","2015","Post Office or large volume customer","Killawog",,"NY","13797","13794"
"13795","2015","ZIP Code Area","Kirkwood",,"NY","13795","13795"
"13796","2015","ZIP Code Area","Laurens",,"NY","13796","13796"
"13797","2015","ZIP Code Area","Lisle",,"NY","13797","13797"
"13801","2015","ZIP Code Area","Mc Donough",,"NY","13801","13801"
"13802","2015","ZIP Code Area","Maine",,"NY","13802","13802"
"13803","2015","ZIP Code Area","Marathon",,"NY","13803","13803"
"13804","2015","ZIP Code Area","Masonville",,"NY","13804","13804"
"13806","2015","ZIP Code Area","Meridale",,"NY","13806","13806"
"13807","2015","ZIP Code Area","Milford",,"NY","13807","13807"
"13808","2015","ZIP Code Area","Morris",,"NY","13808","13808"
"13809","2015","ZIP Code Area","Mount Upton",,"NY","13809","13809"
"13810","2015","ZIP Code Area","Mount Vision",,"NY","13810","13810"
"13811","2015","ZIP Code Area","Newark Valley",,"NY","13811","13811"
"13812","2015","ZIP Code Area","Nichols",,"NY","13812","13812"
"13813","2015","ZIP Code Area","Nineveh",,"NY","13813","13813"
"13814","2015","Post Office or large volume customer","North Norwich",,"NY","13815","13815"
"13815","2015","ZIP Code Area","Norwich",,"NY","13815","13815"
"13820","2015","ZIP Code Area","Oneonta",,"NY","13820","13820"
"13825","2015","ZIP Code Area","Otego",,"NY","13825","13825"
"13826","2015","ZIP Code Area","Ouaquaga",,"NY","13826","13826"
"13827","2015","ZIP Code Area","Owego",,"NY","13827","13827"
"13830","2015","ZIP Code Area","Oxford",,"NY","13830","13830"
"13832","2015","ZIP Code Area","Plymouth",,"NY","13832","13832"
"13833","2015","ZIP Code Area","Port Crane",,"NY","13833","13833"
"13834","2015","Post Office or large volume customer","Portlandville",,"NY","13820","13834"
"13835","2015","ZIP Code Area","Richford",,"NY","13835","13835"
"13838","2015","ZIP Code Area","Sidney",,"NY","13838","13838"
"13839","2015","ZIP Code Area","Sidney Center",,"NY","13839","13839"
"13840","2015","Post Office or large volume customer","Smithboro",,"NY","13734","13734"
"13841","2015","ZIP Code Area","Smithville Flats",,"NY","13841","13841"
"13842","2015","ZIP Code Area","South Kortright",,"NY","13842","13842"
"13843","2015","ZIP Code Area","South New Berlin",,"NY","13843","13843"
"13844","2015","ZIP Code Area","South Plymouth",,"NY","13844","13844"
"13845","2015","Post Office or large volume customer","Tioga Center",,"NY","13734","13845"
"13846","2015","ZIP Code Area","Treadwell",,"NY","13846","13846"
"13847","2015","Post Office or large volume customer","Trout Creek",,"NY","13839","13847"
"13848","2015","Post Office or large volume customer","Tunnel",,"NY","13833","13833"
"13849","2015","ZIP Code Area","Unadilla",,"NY","13849","13849"
"13850","2015","ZIP Code Area","Vestal",,"NY","13850","13850"
"13851","2015","Post Office or large volume customer","Vestal",,"NY","13850","13850"
"13856","2015","ZIP Code Area","Walton",,"NY","13856","13856"
"13859","2015","ZIP Code Area","Wells Bridge",,"NY","13859","13859"
"13860","2015","Post Office or large volume customer","West Davenport",,"NY","13820","13860"
"13861","2015","ZIP Code Area","West Oneonta",,"NY","13861","13861"
"13862","2015","ZIP Code Area","Whitney Point",,"NY","13862","13862"
"13863","2015","ZIP Code Area","Willet",,"NY","13863","13863"
"13864","2015","ZIP Code Area","Willseyville",,"NY","13864","13864"
"13865","2015","ZIP Code Area","Windsor",,"NY","13865","13865"
"13901","2015","ZIP Code Area","Binghamton",,"NY","13901","13901"
"13902","2015","Post Office or large volume customer","Binghamton",,"NY","13901","13902"
"13903","2015","ZIP Code Area","Binghamton",,"NY","13903","13903"
"13904","2015","ZIP Code Area","Binghamton",,"NY","13904","13904"
"13905","2015","ZIP Code Area","Binghamton",,"NY","13905","13905"
"14001","2015","ZIP Code Area","Akron",,"NY","14001","14001"
"14004","2015","ZIP Code Area","Alden",,"NY","14004","14004"
"14005","2015","ZIP Code Area","Alexander",,"NY","14005","14005"
"14006","2015","ZIP Code Area","Angola",,"NY","14006","14006"
"14008","2015","ZIP Code Area","Appleton",,"NY","14008","14008"
"14009","2015","ZIP Code Area","Arcade",,"NY","14009","14009"
"14010","2015","Post Office or large volume customer","Athol Springs",,"NY","14075","14075"
"14011","2015","ZIP Code Area","Attica",,"NY","14011","14011"
"14012","2015","ZIP Code Area","Barker",,"NY","14012","14012"
"14013","2015","ZIP Code Area","Basom",,"NY","14013","14013"
"14020","2015","ZIP Code Area","Batavia",,"NY","14020","14020"
"14021","2015","Post Office or large volume customer","Batavia",,"NY","14020","14020"
"14024","2015","ZIP Code Area","Bliss",,"NY","14024","14024"
"14025","2015","ZIP Code Area","Boston",,"NY","14025","14025"
"14026","2015","ZIP Code Area","Bowmansville",,"NY","14026","14026"
"14027","2015","Post Office or large volume customer","Brant",,"NY","14111","14111"
"14028","2015","ZIP Code Area","Burt",,"NY","14028","14028"
"14029","2015","Post Office or large volume customer","Centerville",,"NY","14065","14065"
"14030","2015","ZIP Code Area","Chaffee",,"NY","14030","14030"
"14031","2015","ZIP Code Area","Clarence",,"NY","14031","14031"
"14032","2015","ZIP Code Area","Clarence Center",,"NY","14032","14032"
"14033","2015","ZIP Code Area","Colden",,"NY","14033","14033"
"14034","2015","ZIP Code Area","Collins",,"NY","14034","14034"
"14035","2015","Post Office or large volume customer","Collins Center",,"NY","14034","14035"
"14036","2015","ZIP Code Area","Corfu",,"NY","14036","14036"
"14037","2015","ZIP Code Area","Cowlesville",,"NY","14037","14037"
"14038","2015","Post Office or large volume customer","Crittenden",,"NY","14004","14004"
"14039","2015","ZIP Code Area","Dale",,"NY","14039","14039"
"14040","2015","ZIP Code Area","Darien Center",,"NY","14040","14040"
"14041","2015","ZIP Code Area","Dayton",,"NY","14041","14041"
"14042","2015","ZIP Code Area","Delevan",,"NY","14042","14042"
"14043","2015","ZIP Code Area","Depew",,"NY","14043","14043"
"14047","2015","ZIP Code Area","Derby",,"NY","14047","14047"
"14048","2015","ZIP Code Area","Dunkirk",,"NY","14048","14048"
"14051","2015","ZIP Code Area","East Amherst",,"NY","14051","14051"
"14052","2015","ZIP Code Area","East Aurora",,"NY","14052","14052"
"14054","2015","ZIP Code Area","East Bethany",,"NY","14054","14054"
"14055","2015","ZIP Code Area","East Concord",,"NY","14055","14055"
"14056","2015","Post Office or large volume customer","East Pembroke",,"NY","14020","14020"
"14057","2015","ZIP Code Area","Eden",,"NY","14057","14057"
"14058","2015","ZIP Code Area","Elba",,"NY","14058","14058"
"14059","2015","ZIP Code Area","Elma",,"NY","14059","14059"
"14060","2015","ZIP Code Area","Farmersville Station",,"NY","14060","14060"
"14061","2015","Post Office or large volume customer","Farnham",,"NY","14081","14061"
"14062","2015","ZIP Code Area","Forestville",,"NY","14062","14062"
"14063","2015","ZIP Code Area","Fredonia",,"NY","14063","14063"
